A16,D6316 - N5316 - N5516 - T6516 - T6616 - N5616 - N5416 - D6416,Downer EDI/CNR Changchun Railway Vehicles (China),Auburn
A17,D6317 - N5317 - N5517 - T6517 - T6617 - N5617 - N5417 - D6417,Downer EDI/CNR Changchun Railway Vehicles (China),Auburn
A18,D6318 - N5318 - N5518 - T6518 - T6618 - N5618 - N5418 - D6418,Downer EDI/CNR Changchun Railway Vehicles (China),Auburn
A19,D6319 - N5319 - N5519 - T6519 - T6619 - N5619 - N5419 - D6419,Downer EDI/CNR Changchun Railway Vehicles (China),Auburn,Set involved in 2015 incident where it was driven in the wrong direction at Mt Druitt
A20,D6320 - N5320 - N5520 - T6520 - T6620 - N5620 - N5420 - D6420,Downer EDI/CNR Changchun Railway Vehicles (China),Auburn
A21,D6321 - N5321 - N5521 - T6521 - T6621 - N5621 - N5421 - D6421,Downer EDI/CNR Changchun Railway Vehicles (China),Auburn
A22,D6322 - N5322 - N5522 - T6522 - T6622 - N5622 - N5422 - D6422,Downer EDI/CNR Changchun Railway Vehicles (China),Auburn,Set involved in 2014 Mulgrave derailment
A23,D6323 - N5323 - N5523 - T6523 - T6623 - N5623 - N5423 - D6423,Downer EDI/CNR Changchun Railway Vehicles (China),Auburn
A24,D6324 - N5324 - N5524 - T6524 - T6624 - N5624 - N5424 - D6424,Downer EDI/CNR Changchun Railway Vehicles (China),Auburn
A25,D6325 - N5325 - N5525 - T6525 - T6625 - N5625 - N5425 - D6425,Downer EDI/CNR Changchun Railway Vehicles (China),Auburn
A26,D6326 - N5326 - N5526 - T6526 - T6626 - N5626 - N5426 - D6426,Downer EDI/CNR Changchun Railway Vehicles (China),Auburn
A27,D6327 - N5327 - N5527 - T6527 - T6627 - N5627 - N5427 - D6427,Downer EDI/CNR Changchun Railway Vehicles (China),Auburn
A28,D6328 - N5328 - N5528 - T6528 - T6628 - N5628 - N5428 - D6428,Downer EDI/CNR Changchun Railway Vehicles (China),Auburn
A29,D6329 - N5329 - N5529 - T6529 - T6629 - N5629 - N5429 - D6429,Downer EDI/CNR Changchun Railway Vehicles (China),Auburn,Set involved in 2014 Bardwell Park flooding incident
A30,D6330 - N5330 - N5530 - T6530 - T6630 - N5630 - N5430 - D6430,Downer EDI/CNR Changchun Railway Vehicles (China),Auburn
A31,D6331 - N5331 - N5531 - T6531 - T6631 - N5631 - N5431 - D6431,Downer EDI/CNR Changchun Railway Vehicles (China),Auburn
A32,D6332 - N5332 - N5532 - T6532 - T6632 - N5632 - N5432 - D6432,Downer EDI/CNR Changchun Railway Vehicles (China),Auburn
A33,D6333 - N5333 - N5533 - T6533 - T6633 - N5633 - N5433 - D6433,Downer EDI/CNR Changchun Railway Vehicles (China),Auburn
A34,D6334 - N5334 - N5534 - T6534 - T6634 - N5634 - N5434 - D6434,Downer EDI/CNR Changchun Railway Vehicles (China),Auburn
A35,D6335 - N5335 - N5535 - T6535 - T6635 - N5635 - N5435 - D6435,Downer EDI/CNR Changchun Railway Vehicles (China),Auburn
A36,D6336 - N5336 - N5536 - T6536 - T6636 - N5636 - N5436 - D6436,Downer EDI/CNR Changchun Railway Vehicles (China),Auburn
A37,D6337 - N5337 - N5537 - T6537 - T6637 - N5637 - N5437 - D6437,Downer EDI/CNR Changchun Railway Vehicles (China),Auburn
A38,D6338 - N5338 - N5538 - T6538 - T6638 - N5638 - N5438 - D6438,Downer EDI/CNR Changchun Railway Vehicles (China),Auburn
A39,D6339 - N5339 - N5539 - T6539 - T6639 - N5639 - N5439 - D6439,Downer EDI/CNR Changchun Railway Vehicles (China),Auburn
A40,D6340 - N5340 - N5540 - T6540 - T6640 - N5640 - N5440 - D6440,Downer EDI/CNR Changchun Railway Vehicles (China),Auburn
A41,D6341 - N5341 - N5541 - T6541 - T6641 - N5641 - N5441 - D6441,Downer EDI/CNR Changchun Railway Vehicles (China),Auburn
A42,D6379 - N5342 - N5542 - T6542 - T6642 - N5642 - N5442 - D6442,Downer EDI/CNR Changchun Railway Vehicles (China),Auburn,D6379 replaced D6342 following January 2018 crash at Richmond
A43,D6343 - N5343 - N5543 - T6543 - T6643 - N5643 - N5443 - D6443,Downer EDI/CNR Changchun Railway Vehicles (China),Auburn
A44,D6344 - N5344 - N5544 - T6544 - T6644 - N5644 - N5444 - D6444,Downer EDI/CNR Changchun Railway Vehicles (China),Auburn
A45,D6345 - N5345 - N5545 - T6545 - T6645 - N5645 - N5445 - D6445,Downer EDI/CNR Changchun Railway Vehicles (China),Auburn
A46,D6346 - N5346 - N5546 - T6546 - T6646 - N5646 - N5446 - D6446,Downer EDI/CNR Changchun Railway Vehicles (China),Auburn
A47,D6347 - N5347 - N5547 - T6547 - T6647 - N5647 - N5447 - D6447,Downer EDI/CNR Changchun Railway Vehicles (China),Auburn
A48,D6348 - N5348 - N5548 - T6548 - T6648 - N5648 - N5448 - D6448,Downer EDI/CNR Changchun Railway Vehicles (China),Auburn
A49,D6349 - N5349 - N5549 - T6549 - T6649 - N5649 - N5449 - D6449,Downer EDI/CNR Changchun Railway Vehicles (China),Auburn
A50,D6350 - N5350 - N5550 - T6550 - T6650 - N5650 - N5450 - D6450,Downer EDI/CNR Changchun Railway Vehicles (China),Auburn
A51,D6351 - N5351 - N5551 - T6551 - T6651 - N5651 - N5451 - D6451,Downer EDI/CNR Changchun Railway Vehicles (China),Auburn
A52,D6352 - N5352 - N5552 - T6552 - T6652 - N5652 - N5452 - D6452,Downer EDI/CNR Changchun Railway Vehicles (China),Auburn
A53,D6353 - N5353 - N5553 - T6553 - T6653 - N5653 - N5453 - D6453,Downer EDI/CNR Changchun Railway Vehicles (China),Auburn
A54,D6354 - N5354 - N5554 - T6554 - T6654 - N5654 - N5454 - D6454,Downer EDI/CNR Changchun Railway Vehicles (China),Auburn
